alpha_3_code,country,latitude_average,longitude_average,date,quarter,Thousand Barrels,text
PRI,Puerto Rico,18.25,-66.5,2017-12-31,2017Q4,97.0,Puerto Rico 97.0 Thousand Barrels
PRI,Puerto Rico,18.25,-66.5,2018-03-31,2018Q1,92.0,Puerto Rico 92.0 Thousand Barrels
PRI,Puerto Rico,18.25,-66.5,2018-06-30,2018Q2,92.0,Puerto Rico 92.0 Thousand Barrels
PRI,Puerto Rico,18.25,-66.5,2018-09-30,2018Q3,96.0,Puerto Rico 96.0 Thousand Barrels
RUS,Russian Federation,60,100,2013-12-31,2013Q4,1.0,Russian Federation 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2010-03-31,2010Q1,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2010-06-30,2010Q2,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2010-09-30,2010Q3,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2011-06-30,2011Q2,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2012-03-31,2012Q1,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2013-03-31,2013Q1,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2013-06-30,2013Q2,3.0,Saudi Arabia 3.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2014-03-31,2014Q1,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2014-06-30,2014Q2,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2014-09-30,2014Q3,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2015-03-31,2015Q1,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2015-06-30,2015Q2,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2015-09-30,2015Q3,1.0,Saudi Arabia 1.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2016-06-30,2016Q2,2.0,Saudi Arabia 2.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2016-09-30,2016Q3,59.0,Saudi Arabia 59.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2016-12-31,2016Q4,59.0,Saudi Arabia 59.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2017-12-31,2017Q4,115.0,Saudi Arabia 115.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2018-03-31,2018Q1,113.0,Saudi Arabia 113.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2018-06-30,2018Q2,12.0,Saudi Arabia 12.0 Thousand Barrels
SAU,Saudi Arabia,25,45,2018-09-30,2018Q3,186.0,Saudi Arabia 186.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2010-03-31,2010Q1,1.0,Singapore 1.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2010-06-30,2010Q2,96.0,Singapore 96.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2010-09-30,2010Q3,33.0,Singapore 33.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2010-12-31,2010Q4,3.0,Singapore 3.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2011-03-31,2011Q1,59.0,Singapore 59.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2011-06-30,2011Q2,83.0,Singapore 83.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2011-09-30,2011Q3,86.0,Singapore 86.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2012-03-31,2012Q1,17.0,Singapore 17.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2013-06-30,2013Q2,2.0,Singapore 2.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2013-09-30,2013Q3,1.0,Singapore 1.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2013-12-31,2013Q4,55.0,Singapore 55.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2014-03-31,2014Q1,119.0,Singapore 119.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2014-06-30,2014Q2,1.0,Singapore 1.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2014-09-30,2014Q3,33.0,Singapore 33.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2014-12-31,2014Q4,60.0,Singapore 60.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2015-03-31,2015Q1,92.0,Singapore 92.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2015-06-30,2015Q2,57.0,Singapore 57.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2015-09-30,2015Q3,36.0,Singapore 36.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2015-12-31,2015Q4,58.0,Singapore 58.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2016-03-31,2016Q1,3.0,Singapore 3.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2016-06-30,2016Q2,77.0,Singapore 77.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2016-09-30,2016Q3,117.0,Singapore 117.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2016-12-31,2016Q4,51.0,Singapore 51.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2017-03-31,2017Q1,113.0,Singapore 113.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2017-06-30,2017Q2,124.0,Singapore 124.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2017-09-30,2017Q3,34.0,Singapore 34.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2017-12-31,2017Q4,39.0,Singapore 39.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2018-03-31,2018Q1,416.0,Singapore 416.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2018-06-30,2018Q2,31.0,Singapore 31.0 Thousand Barrels
SGP,Singapore,1.3667,103.8,2018-09-30,2018Q3,2.0,Singapore 2.0 Thousand Barrels
ZAF,South Africa,-29,24,2010-03-31,2010Q1,3.0,South Africa 3.0 Thousand Barrels
ZAF,South Africa,-29,24,2010-06-30,2010Q2,2.0,South Africa 2.0 Thousand Barrels
ZAF,South Africa,-29,24,2010-09-30,2010Q3,3.0,South Africa 3.0 Thousand Barrels
ZAF,South Africa,-29,24,2010-12-31,2010Q4,3.0,South Africa 3.0 Thousand Barrels
ZAF,South Africa,-29,24,2011-03-31,2011Q1,2.0,South Africa 2.0 Thousand Barrels
ZAF,South Africa,-29,24,2011-06-30,2011Q2,4.0,South Africa 4.0 Thousand Barrels
ZAF,South Africa,-29,24,2011-09-30,2011Q3,3.0,South Africa 3.0 Thousand Barrels
ZAF,South Africa,-29,24,2011-12-31,2011Q4,3.0,South Africa 3.0 Thousand Barrels
ZAF,South Africa,-29,24,2012-03-31,2012Q1,1.0,South Africa 1.0 Thousand Barrels
ESP,Spain,40,-4,2014-03-31,2014Q1,84.0,Spain 84.0 Thousand Barrels
ESP,Spain,40,-4,2014-06-30,2014Q2,167.0,Spain 167.0 Thousand Barrels
ESP,Spain,40,-4,2014-09-30,2014Q3,192.0,Spain 192.0 Thousand Barrels
ESP,Spain,40,-4,2017-12-31,2017Q4,320.0,Spain 320.0 Thousand Barrels
ESP,Spain,40,-4,2018-03-31,2018Q1,41.0,Spain 41.0 Thousand Barrels
ESP,Spain,40,-4,2018-06-30,2018Q2,42.0,Spain 42.0 Thousand Barrels
ESP,Spain,40,-4,2018-09-30,2018Q3,126.0,Spain 126.0 Thousand Barrels
SWE,Sweden,62,15,2012-06-30,2012Q2,8.0,Sweden 8.0 Thousand Barrels
SWE,Sweden,62,15,2012-12-31,2012Q4,97.0,Sweden 97.0 Thousand Barrels
SWE,Sweden,62,15,2013-12-31,2013Q4,81.0,Sweden 81.0 Thousand Barrels
SWE,Sweden,62,15,2016-03-31,2016Q1,38.0,Sweden 38.0 Thousand Barrels
SWE,Sweden,62,15,2017-09-30,2017Q3,32.0,Sweden 32.0 Thousand Barrels
SWE,Sweden,62,15,2018-03-31,2018Q1,8.0,Sweden 8.0 Thousand Barrels
SWE,Sweden,62,15,2018-06-30,2018Q2,11.0,Sweden 11.0 Thousand Barrels
SWE,Sweden,62,15,2018-09-30,2018Q3,15.0,Sweden 15.0 Thousand Barrels
CHE,Switzerland,47,8,2015-03-31,2015Q1,51.0,Switzerland 51.0 Thousand Barrels
CHE,Switzerland,47,8,2015-09-30,2015Q3,31.0,Switzerland 31.0 Thousand Barrels
CHE,Switzerland,47,8,2017-03-31,2017Q1,32.0,Switzerland 32.0 Thousand Barrels
CHE,Switzerland,47,8,2017-09-30,2017Q3,72.0,Switzerland 72.0 Thousand Barrels
CHE,Switzerland,47,8,2017-12-31,2017Q4,75.0,Switzerland 75.0 Thousand Barrels
CHE,Switzerland,47,8,2018-03-31,2018Q1,91.0,Switzerland 91.0 Thousand Barrels
CHE,Switzerland,47,8,2018-06-30,2018Q2,24.0,Switzerland 24.0 Thousand Barrels
TWN,"Taiwan, Province of China",23.5,121,2010-09-30,2010Q3,26.0,"Taiwan, Province of China 26.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2010-12-31,2010Q4,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2011-03-31,2011Q1,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2011-06-30,2011Q2,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2014-03-31,2014Q1,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2014-06-30,2014Q2,2.0,"Taiwan, Province of China 2.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2014-12-31,2014Q4,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2015-03-31,2015Q1,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2015-06-30,2015Q2,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2015-09-30,2015Q3,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2015-12-31,2015Q4,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2016-03-31,2016Q1,3.0,"Taiwan, Province of China 3.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2016-06-30,2016Q2,4.0,"Taiwan, Province of China 4.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2016-12-31,2016Q4,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2017-09-30,2017Q3,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TWN,"Taiwan, Province of China",23.5,121,2018-03-31,2018Q1,1.0,"Taiwan, Province of China 1.0 Thousand Barrels"
TZA,"Tanzania, United Republic of",-6,35,2011-09-30,2011Q3,1.0,"Tanzania, United Republic of 1.0 Thousand Barrels"
TTO,Trinidad and Tobago,11,-61,2011-12-31,2011Q4,1.0,Trinidad and Tobago 1.0 Thousand Barrels
TUN,Tunisia,34,9,2013-12-31,2013Q4,149.0,Tunisia 149.0 Thousand Barrels
TUN,Tunisia,34,9,2014-03-31,2014Q1,138.0,Tunisia 138.0 Thousand Barrels
TUN,Tunisia,34,9,2014-12-31,2014Q4,433.0,Tunisia 433.0 Thousand Barrels
TUN,Tunisia,34,9,2015-03-31,2015Q1,64.0,Tunisia 64.0 Thousand Barrels
TUN,Tunisia,34,9,2015-06-30,2015Q2,189.0,Tunisia 189.0 Thousand Barrels
TUN,Tunisia,34,9,2015-09-30,2015Q3,300.0,Tunisia 300.0 Thousand Barrels
TUR,Turkey,39,35,2011-12-31,2011Q4,116.0,Turkey 116.0 Thousand Barrels
TUR,Turkey,39,35,2012-12-31,2012Q4,2.0,Turkey 2.0 Thousand Barrels
TUR,Turkey,39,35,2013-03-31,2013Q1,1.0,Turkey 1.0 Thousand Barrels
TUR,Turkey,39,35,2013-12-31,2013Q4,1.0,Turkey 1.0 Thousand Barrels
TUR,Turkey,39,35,2014-03-31,2014Q1,1.0,Turkey 1.0 Thousand Barrels
TUR,Turkey,39,35,2016-12-31,2016Q4,35.0,Turkey 35.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2010-03-31,2010Q1,189.0,United Arab Emirates 189.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2010-06-30,2010Q2,123.0,United Arab Emirates 123.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2010-09-30,2010Q3,33.0,United Arab Emirates 33.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2010-12-31,2010Q4,333.0,United Arab Emirates 333.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2011-03-31,2011Q1,818.0,United Arab Emirates 818.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2011-06-30,2011Q2,122.0,United Arab Emirates 122.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2011-09-30,2011Q3,323.0,United Arab Emirates 323.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2011-12-31,2011Q4,280.0,United Arab Emirates 280.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2012-03-31,2012Q1,343.0,United Arab Emirates 343.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2012-06-30,2012Q2,405.0,United Arab Emirates 405.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2012-09-30,2012Q3,1.0,United Arab Emirates 1.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2013-03-31,2013Q1,594.0,United Arab Emirates 594.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2013-09-30,2013Q3,135.0,United Arab Emirates 135.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2013-12-31,2013Q4,168.0,United Arab Emirates 168.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2014-03-31,2014Q1,648.0,United Arab Emirates 648.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2014-06-30,2014Q2,212.0,United Arab Emirates 212.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2014-09-30,2014Q3,377.0,United Arab Emirates 377.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2014-12-31,2014Q4,389.0,United Arab Emirates 389.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2015-03-31,2015Q1,378.0,United Arab Emirates 378.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2015-06-30,2015Q2,301.0,United Arab Emirates 301.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2015-09-30,2015Q3,1.0,United Arab Emirates 1.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2016-03-31,2016Q1,312.0,United Arab Emirates 312.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2016-09-30,2016Q3,218.0,United Arab Emirates 218.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2016-12-31,2016Q4,1.0,United Arab Emirates 1.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2017-03-31,2017Q1,498.0,United Arab Emirates 498.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2017-06-30,2017Q2,79.0,United Arab Emirates 79.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2017-09-30,2017Q3,287.0,United Arab Emirates 287.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2017-12-31,2017Q4,77.0,United Arab Emirates 77.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2018-03-31,2018Q1,493.0,United Arab Emirates 493.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2018-06-30,2018Q2,201.0,United Arab Emirates 201.0 Thousand Barrels
ARE,United Arab Emirates,24,54,2018-09-30,2018Q3,358.0,United Arab Emirates 358.0 Thousand Barrels
GBR,United Kingdom,54,-2,2010-03-31,2010Q1,67.0,United Kingdom 67.0 Thousand Barrels
GBR,United Kingdom,54,-2,2010-06-30,2010Q2,70.0,United Kingdom 70.0 Thousand Barrels
GBR,United Kingdom,54,-2,2010-09-30,2010Q3,96.0,United Kingdom 96.0 Thousand Barrels
GBR,United Kingdom,54,-2,2010-12-31,2010Q4,481.0,United Kingdom 481.0 Thousand Barrels
GBR,United Kingdom,54,-2,2011-03-31,2011Q1,402.0,United Kingdom 402.0 Thousand Barrels
GBR,United Kingdom,54,-2,2011-06-30,2011Q2,460.0,United Kingdom 460.0 Thousand Barrels
GBR,United Kingdom,54,-2,2011-09-30,2011Q3,708.0,United Kingdom 708.0 Thousand Barrels
GBR,United Kingdom,54,-2,2011-12-31,2011Q4,1274.0,United Kingdom 1274.0 Thousand Barrels
GBR,United Kingdom,54,-2,2012-03-31,2012Q1,613.0,United Kingdom 613.0 Thousand Barrels
GBR,United Kingdom,54,-2,2012-06-30,2012Q2,678.0,United Kingdom 678.0 Thousand Barrels
GBR,United Kingdom,54,-2,2012-09-30,2012Q3,74.0,United Kingdom 74.0 Thousand Barrels
GBR,United Kingdom,54,-2,2012-12-31,2012Q4,237.0,United Kingdom 237.0 Thousand Barrels
GBR,United Kingdom,54,-2,2013-03-31,2013Q1,47.0,United Kingdom 47.0 Thousand Barrels
GBR,United Kingdom,54,-2,2013-06-30,2013Q2,3.0,United Kingdom 3.0 Thousand Barrels
GBR,United Kingdom,54,-2,2013-09-30,2013Q3,88.0,United Kingdom 88.0 Thousand Barrels
GBR,United Kingdom,54,-2,2013-12-31,2013Q4,5.0,United Kingdom 5.0 Thousand Barrels
GBR,United Kingdom,54,-2,2014-03-31,2014Q1,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2014-06-30,2014Q2,2.0,United Kingdom 2.0 Thousand Barrels
GBR,United Kingdom,54,-2,2014-09-30,2014Q3,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2014-12-31,2014Q4,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2015-06-30,2015Q2,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2015-09-30,2015Q3,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2015-12-31,2015Q4,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2016-03-31,2016Q1,13.0,United Kingdom 13.0 Thousand Barrels
GBR,United Kingdom,54,-2,2016-06-30,2016Q2,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2016-09-30,2016Q3,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2017-06-30,2017Q2,255.0,United Kingdom 255.0 Thousand Barrels
GBR,United Kingdom,54,-2,2017-09-30,2017Q3,1.0,United Kingdom 1.0 Thousand Barrels
GBR,United Kingdom,54,-2,2018-06-30,2018Q2,24.0,United Kingdom 24.0 Thousand Barrels
VEN,"Venezuela, Bolivarian Republic of",8,-66,2012-03-31,2012Q1,3.0,"Venezuela, Bolivarian Republic of 3.0 Thousand Barrels"
VNM,Viet Nam,16,106,2018-06-30,2018Q2,25.0,Viet Nam 25.0 Thousand Barrels
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2014-09-30,2014Q3,2.0,"Virgin Islands, U.S. 2.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2015-06-30,2015Q2,3.0,"Virgin Islands, U.S. 3.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2015-09-30,2015Q3,5.0,"Virgin Islands, U.S. 5.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2015-12-31,2015Q4,4.0,"Virgin Islands, U.S. 4.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2016-03-31,2016Q1,1.0,"Virgin Islands, U.S. 1.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2016-06-30,2016Q2,1.0,"Virgin Islands, U.S. 1.0 Thousand Barrels"
VIR,"Virgin Islands, U.S.",18.3333,-64.8333,2017-09-30,2017Q3,4.0,"Virgin Islands, U.S. 4.0 Thousand Barrels"
YEM,Yemen,15,48,2011-09-30,2011Q3,1.0,Yemen 1.0 Thousand Barrels
YEM,Yemen,15,48,2013-06-30,2013Q2,1.0,Yemen 1.0 Thousand Barrels
YEM,Yemen,15,48,2014-06-30,2014Q2,1.0,Yemen 1.0 Thousand Barrels
YEM,Yemen,15,48,2015-03-31,2015Q1,1.0,Yemen 1.0 Thousand Barrels
YEM,Yemen,15,48,2016-06-30,2016Q2,1.0,Yemen 1.0 Thousand Barrels
